JD_like,year,month,day,season,Vmag,Verr,Bmag,Berr,Rmag,Rerr,Umag,Uerr,source,date_type
2448126.4713,1990,8,22.971299999859184,6,13.095,0.01,14.701,0.01,11.667,0.01,,,Grankin et al. 2008,HJD
2448127.4702,1990,8,23.970199999865144,6,13.152000000000001,0.01,14.728000000000002,0.01,11.683000000000002,0.01,,,Grankin et al. 2008,HJD
2448129.4561,1990,8,25.956100000068545,6,13.213,0.01,14.774999999999999,0.01,11.707999999999998,0.01,,,Grankin et al. 2008,HJD
2448130.458,1990,8,26.958000000100583,6,13.216,0.01,14.841999999999999,0.01,,,,,Grankin et al. 2008,HJD
2448135.4541,1990,8,31.95410000020638,6,13.267999999999999,0.01,14.796999999999999,0.01,11.751,0.01,,,Grankin et al. 2008,HJD
2448136.4526,1990,9,1.952599999960512,6,13.204,0.01,14.772,0.01,11.674000000000001,0.01,,,Grankin et al. 2008,HJD
2448139.4517,1990,9,4.951700000092387,6,13.16,0.01,14.786,0.01,11.61,0.01,,,Grankin et al. 2008,HJD
2448140.4447,1990,9,5.94469999987632,6,13.218,0.01,14.889,0.01,11.707,0.01,,,Grankin et al. 2008,HJD
2448141.4483,1990,9,6.9482999998144805,6,13.22,0.01,14.852,0.01,11.721,0.01,16.847,0.05,Grankin et al. 2008,HJD
2448142.4458,1990,9,7.94579999987036,6,13.142999999999999,0.01,14.755999999999998,0.01,11.693999999999999,0.01,,,Grankin et al. 2008,HJD
2448143.4448,1990,9,8.944800000172108,6,13.097999999999999,0.01,14.688999999999998,0.01,11.661,0.01,,,Grankin et al. 2008,HJD
2448149.4472,1990,9,14.947199999820441,6,13.137,0.01,14.685,0.01,11.651,0.01,,,Grankin et al. 2008,HJD
2448150.4394,1990,9,15.939400000032037,6,13.149000000000001,0.01,14.667000000000002,0.01,11.653,0.01,15.979000000000001,0.05,Grankin et al. 2008,HJD
2448151.464,1990,9,16.964000000152737,6,13.185,0.01,14.762,0.01,11.701,0.01,,,Grankin et al. 2008,HJD
2448152.4261,1990,9,17.926099999807775,6,13.234000000000002,0.01,14.809000000000001,0.01,11.726000000000003,0.01,15.676000000000002,0.05,Grankin et al. 2008,HJD
2448153.4322,1990,9,18.932200000155717,6,13.231,0.01,14.838,0.01,11.713,0.01,,,Grankin et al. 2008,HJD
2448154.4395,1990,9,19.939499999862164,6,13.107999999999999,0.01,14.703999999999999,0.01,11.678999999999998,0.01,,,Grankin et al. 2008,HJD
2448155.456,1990,9,20.955999999772757,6,13.109000000000002,0.01,14.703000000000001,0.01,11.668000000000003,0.01,,,Grankin et al. 2008,HJD
2448156.4333,1990,9,21.933300000149757,6,13.15,0.01,14.691,0.01,11.669,0.01,,,Grankin et al. 2008,HJD
2448157.4389,1990,9,22.93889999995008,6,13.263,0.01,14.785,0.01,11.8,0.01,,,Grankin et al. 2008,HJD
2448158.4462,1990,9,23.94620000012219,6,13.242,0.01,14.816,0.01,,,,,Grankin et al. 2008,HJD
2448159.4378,1990,9,24.93779999995604,6,13.187999999999999,0.01,14.732999999999999,0.01,11.671,0.01,,,Grankin et al. 2008,HJD
