JD_like,year,month,day,season,Vmag,Verr,Bmag,Berr,Rmag,Rerr,Umag,Uerr,source,date_type
2448135.4909,1990,8,31.990900000091642,6,12.145999999999999,0.01,13.479,0.01,,,,,Grankin et al. 2008,HJD
2448136.4895,1990,9,1.989500000141561,6,12.123,0.01,13.501999999999999,0.01,10.832999999999998,0.01,,,Grankin et al. 2008,HJD
2448139.4876,1990,9,4.9876000001095235,6,12.109000000000002,0.01,13.488000000000001,0.01,10.866000000000001,0.01,,,Grankin et al. 2008,HJD
2448140.4876,1990,9,5.9876000001095235,6,12.118,0.01,13.47,0.01,10.807,0.01,,,Grankin et al. 2008,HJD
2448141.4777,1990,9,6.977700000163168,6,12.057,0.01,13.450000000000001,0.01,10.828,0.01,,,Grankin et al. 2008,HJD
2448142.4827,1990,9,7.982700000051409,6,12.107000000000001,0.01,13.504000000000001,0.01,10.822000000000001,0.01,,,Grankin et al. 2008,HJD
2448143.4779,1990,9,8.977899999823421,6,12.130999999999998,0.01,13.557999999999998,0.01,10.838999999999999,0.01,,,Grankin et al. 2008,HJD
2448144.4773,1990,9,9.977299999911338,6,12.136,0.01,13.485,0.01,10.831,0.01,,,Grankin et al. 2008,HJD
2448146.4765,1990,9,11.97649999987334,6,12.132,0.01,13.437999999999999,0.01,10.83,0.01,,,Grankin et al. 2008,HJD
2448147.4815,1990,9,12.981500000227243,6,12.124,0.01,13.52,0.01,10.831,0.01,,,Grankin et al. 2008,HJD
2448148.4773,1990,9,13.977299999911338,6,12.100999999999999,0.01,13.480999999999998,0.01,10.832999999999998,0.01,,,Grankin et al. 2008,HJD
2448149.4762,1990,9,14.976199999917299,6,12.129000000000001,0.01,13.490000000000002,0.01,10.828000000000001,0.01,,,Grankin et al. 2008,HJD
2448150.4738,1990,9,15.973799999803305,6,12.128,0.01,13.502,0.01,10.833,0.01,,,Grankin et al. 2008,HJD
2448151.4936,1990,9,16.993600000161678,6,12.142999999999999,0.01,13.501999999999999,0.01,,,,,Grankin et al. 2008,HJD
2448152.474,1990,9,17.97399999992922,6,12.100999999999999,0.01,13.494,0.01,10.831,0.01,,,Grankin et al. 2008,HJD
2448152.494,1990,9,17.993999999947846,6,12.1,0.01,13.51,0.01,10.829,0.01,,,Grankin et al. 2008,HJD
2448153.4809,1990,9,18.9808999998495,6,12.115,0.01,13.515,0.01,10.847,0.01,,,Grankin et al. 2008,HJD
2448154.4686,1990,9,19.96859999978915,6,12.109000000000002,0.01,13.491000000000001,0.01,10.831000000000001,0.01,,,Grankin et al. 2008,HJD
2448155.4416,1990,9,20.941600000020117,6,12.114,0.01,13.541,0.01,10.845,0.01,14.632,0.05,Grankin et al. 2008,HJD
2448156.4673,1990,9,21.967300000134856,6,12.134,0.01,13.476,0.01,10.834,0.01,,,Grankin et al. 2008,HJD
2448157.4691,1990,9,22.969099999871105,6,12.115,0.01,13.515,0.01,10.822,0.01,,,Grankin et al. 2008,HJD
2448158.4675,1990,9,23.96749999979511,6,12.127,0.01,13.491000000000001,0.01,,,,,Grankin et al. 2008,HJD
2448159.4734,1990,9,24.973400000017136,6,12.134,0.01,13.507000000000001,0.01,10.848,0.01,,,Grankin et al. 2008,HJD
2448160.4641,1990,9,25.964099999982864,6,12.12,0.01,13.498,0.01,10.825999999999999,0.01,,,Grankin et al. 2008,HJD
2448161.4609,1990,9,26.960899999830872,6,12.107000000000001,0.01,13.485000000000001,0.01,10.816,0.01,,,Grankin et al. 2008,HJD
2448162.4706,1990,9,27.970600000116974,6,12.124,0.01,13.506,0.01,,,,,Grankin et al. 2008,HJD
2448163.4585,1990,9,28.95850000018254,6,12.132,0.01,13.506,0.01,10.853,0.01,,,Grankin et al. 2008,HJD
2448860.4529,1992,8,25.952899999916553,8,12.102,0.01,13.489,0.01,,,,,Grankin et al. 2008,HJD
2448862.4357,1992,8,27.93569999979809,8,12.107999999999999,0.01,13.511999999999999,0.01,,,,,Grankin et al. 2008,HJD
2448863.44,1992,8,28.93999999994412,8,12.148,0.01,13.51,0.01,,,,,Grankin et al. 2008,HJD
2448869.462,1992,9,3.9619999998249114,8,12.127,0.01,13.495000000000001,0.01,,,,,Grankin et al. 2008,HJD
2448870.4411,1992,9,4.94109999993816,8,12.190999999999999,0.01,13.565,0.01,,,,,Grankin et al. 2008,HJD
2448871.4237,1992,9,5.923700000159442,8,12.12,0.01,13.546999999999999,0.01,,,,,Grankin et al. 2008,HJD
2448872.4189,1992,9,6.918899999931455,8,12.100999999999999,0.01,13.541999999999998,0.01,,,,,Grankin et al. 2008,HJD
2448873.4435,1992,9,7.943500000052154,8,12.128,0.01,13.524000000000001,0.01,,,,,Grankin et al. 2008,HJD
2448874.4737,1992,9,8.973699999973178,8,12.142999999999999,0.01,13.572,0.01,,,,,Grankin et al. 2008,HJD
2448885.4276,1992,9,19.927600000053644,8,12.075999999999999,0.01,13.453999999999999,0.01,,,,,Grankin et al. 2008,HJD
2448886.3764,1992,9,20.87639999995008,8,12.115,0.01,13.541,0.01,,,,,Grankin et al. 2008,HJD
2448887.3684,1992,9,21.868400000035763,8,12.135,0.01,13.53,0.01,,,,,Grankin et al. 2008,HJD
2448888.3614,1992,9,22.861399999819696,8,12.095,0.01,13.475000000000001,0.01,10.822000000000001,0.01,,,Grankin et al. 2008,HJD
2448889.4085,1992,9,23.908499999903142,8,12.182,0.01,13.600000000000001,0.01,,,,,Grankin et al. 2008,HJD
2448890.3505,1992,9,24.85050000017509,8,12.132,0.01,13.572,0.01,10.913,0.01,,,Grankin et al. 2008,HJD
2448891.3461,1992,9,25.84610000019893,8,12.11,0.01,13.517999999999999,0.01,10.892,0.01,,,Grankin et al. 2008,HJD
2448893.349,1992,9,27.84899999992922,8,12.130999999999998,0.01,13.557999999999998,0.01,,,,,Grankin et al. 2008,HJD
2448894.336,1992,9,28.83600000012666,8,12.140999999999998,0.01,13.580999999999998,0.01,10.945999999999998,0.01,,,Grankin et al. 2008,HJD
2448954.3132,1992,11,27.81320000020787,8,12.067,0.01,13.501000000000001,0.01,10.871,0.01,,,Grankin et al. 2008,HJD
2448956.4355,1992,11,29.935500000137836,8,12.144,0.01,13.519,0.01,10.88,0.01,,,Grankin et al. 2008,HJD
2449222.463,1993,8,22.962999999988824,9,12.097000000000001,0.01,13.432000000000002,0.01,10.819,0.01,,,Grankin et al. 2008,HJD
2449224.4665,1993,8,24.966500000096858,9,12.097000000000001,0.01,13.432000000000002,0.01,,,,,Grankin et al. 2008,HJD
2449225.4715,1993,8,25.9714999999851,9,12.065999999999999,0.01,13.421999999999999,0.01,10.799,0.01,,,Grankin et al. 2008,HJD
2449226.4723,1993,8,26.972300000023097,9,12.11,0.01,13.468,0.01,,,,,Grankin et al. 2008,HJD
2449227.4788,1993,8,27.978800000157207,9,12.100999999999999,0.01,13.475999999999999,0.01,,,,,Grankin et al. 2008,HJD
2449228.4804,1993,8,28.980399999767542,9,12.093,0.01,13.46,0.01,,,,,Grankin et al. 2008,HJD
2449230.4679,1993,8,30.96790000004694,9,12.110999999999999,0.01,13.445999999999998,0.01,10.852999999999998,0.01,,,Grankin et al. 2008,HJD
2449231.4728,1993,8,31.972800000105053,9,12.132,0.01,13.449,0.01,10.846,0.01,,,Grankin et al. 2008,HJD
2449232.4669,1993,9,1.9668999998830259,9,12.084000000000001,0.01,13.422,0.01,10.801000000000002,0.01,,,Grankin et al. 2008,HJD
2449234.4715,1993,9,3.971499999985099,9,12.097000000000001,0.01,13.485000000000001,0.01,,,,,Grankin et al. 2008,HJD
2449235.4765,1993,9,4.97649999987334,9,12.109000000000002,0.01,13.440000000000001,0.01,10.820000000000002,0.01,,,Grankin et al. 2008,HJD
2449236.4777,1993,9,5.977700000163168,9,12.08,0.01,13.459,0.01,10.798,0.01,,,Grankin et al. 2008,HJD
2449237.4665,1993,9,6.9665000000968575,9,12.069,0.01,13.419,0.01,10.804,0.01,,,Grankin et al. 2008,HJD
2449240.4806,1993,9,9.980599999893457,9,12.065999999999999,0.01,13.45,0.01,,,,,Grankin et al. 2008,HJD
2449241.4696,1993,9,10.969599999953061,9,12.083,0.01,13.42,0.01,10.797,0.01,,,Grankin et al. 2008,HJD
2449242.4836,1993,9,11.983599999919534,9,12.11,0.01,13.465,0.01,,,,,Grankin et al. 2008,HJD
2449243.4876,1993,9,12.987600000109524,9,12.123,0.01,13.478,0.01,,,,,Grankin et al. 2008,HJD
2449244.4824,1993,9,13.982400000095367,9,12.074000000000002,0.01,13.417000000000002,0.01,,,,,Grankin et al. 2008,HJD
2449248.4413,1993,9,17.941300000064075,9,12.083,0.01,13.449,0.01,10.807,0.01,,,Grankin et al. 2008,HJD
2449249.3987,1993,9,18.898699999786913,9,12.068,0.01,13.442,0.01,10.826,0.01,,,Grankin et al. 2008,HJD
2449250.376,1993,9,19.876000000163913,9,12.137,0.01,13.522,0.01,,,,,Grankin et al. 2008,HJD
2449251.3808,1993,9,20.88079999992624,9,12.133,0.01,13.508,0.01,10.866999999999999,0.01,14.643999999999998,0.05,Grankin et al. 2008,HJD
2449252.353,1993,9,21.85300000011921,9,12.093,0.01,13.474,0.01,,,,,Grankin et al. 2008,HJD
2449254.48,1993,9,23.979999999981374,9,12.152000000000001,0.01,13.492,0.01,10.873000000000001,0.01,,,Grankin et al. 2008,HJD
2449260.4317,1993,9,29.93170000007376,9,12.102,0.01,13.461,0.01,10.858,0.01,,,Grankin et al. 2008,HJD
2449271.4951,1993,10,10.995099999941885,9,12.126,0.01,13.495999999999999,0.01,10.853,0.01,,,Grankin et al. 2008,HJD
2449272.3915,1993,10,11.891499999910593,9,12.123,0.01,13.492999999999999,0.01,10.866,0.01,,,Grankin et al. 2008,HJD
2449275.4248,1993,10,14.924800000153482,9,12.123,0.01,13.456999999999999,0.01,10.835999999999999,0.01,,,Grankin et al. 2008,HJD
2449277.3361,1993,10,16.836099999956787,9,12.168,0.01,13.527,0.01,10.876,0.01,,,Grankin et al. 2008,HJD
2449280.4157,1993,10,19.915699999779463,9,12.043,0.01,13.360999999999999,0.01,10.817,0.01,,,Grankin et al. 2008,HJD
2449582.4661,1994,8,17.966099999845028,10,12.158,0.01,13.503,0.01,10.850999999999999,0.01,,,Grankin et al. 2008,HJD
2449583.4506,1994,8,18.950600000098348,10,12.165,0.01,13.513,0.01,10.889,0.01,,,Grankin et al. 2008,HJD
2449596.4464,1994,8,31.946399999782443,10,12.190999999999999,0.01,13.537999999999998,0.01,10.912999999999998,0.01,,,Grankin et al. 2008,HJD
