JD_like,year,month,day,season,Vmag,Verr,Bmag,Berr,Rmag,Rerr,Umag,Uerr,source,date_type
2448859.4629,1992,8,24.962900000158697,8,12.665,0.01,14.251999999999999,0.01,,,,,Grankin et al. 2008,HJD
2448860.475,1992,8,25.975000000093132,8,12.593,0.01,14.17,0.01,,,,,Grankin et al. 2008,HJD
2448862.4555,1992,8,27.955500000156462,8,12.610999999999999,0.01,14.220999999999998,0.01,,,,,Grankin et al. 2008,HJD
2448863.4579,1992,8,28.957899999804795,8,12.627,0.01,14.158000000000001,0.01,,,,,Grankin et al. 2008,HJD
2448869.4789,1992,9,3.978899999987334,8,12.658,0.01,14.219,0.01,,,,,Grankin et al. 2008,HJD
2448870.4598,1992,9,4.959799999836832,8,12.555,0.01,14.166,0.01,,,,,Grankin et al. 2008,HJD
2448871.4435,1992,9,5.943500000052154,8,12.494000000000002,0.01,14.028000000000002,0.01,,,,,Grankin et al. 2008,HJD
2448872.4266,1992,9,6.926599999889731,8,12.532,0.01,14.093,0.01,,,,,Grankin et al. 2008,HJD
2448873.4509,1992,9,7.950900000054389,8,12.654000000000002,0.01,14.151000000000002,0.01,,,,,Grankin et al. 2008,HJD
2448874.4853,1992,9,8.985299999825656,8,12.708,0.01,14.167,0.01,,,,,Grankin et al. 2008,HJD
2448885.4516,1992,9,19.9515999997966,8,12.620999999999999,0.01,14.097999999999999,0.01,,,,,Grankin et al. 2008,HJD
2448886.4003,1992,9,20.90029999986291,8,12.607000000000001,0.01,14.096000000000002,0.01,,,,,Grankin et al. 2008,HJD
2448888.3885,1992,9,22.888499999884516,8,12.614,0.01,14.141,0.01,,,,,Grankin et al. 2008,HJD
2448889.4193,1992,9,23.919300000183284,8,12.591,0.01,14.114999999999998,0.01,,,,,Grankin et al. 2008,HJD
2448890.3709,1992,9,24.870899999979883,8,12.579,0.01,14.082,0.01,11.206,0.01,,,Grankin et al. 2008,HJD
2448891.3651,1992,9,25.865100000053644,8,12.61,0.01,14.151,0.01,11.193,0.01,,,Grankin et al. 2008,HJD
2448893.3565,1992,9,27.856500000227243,8,12.538,0.01,14.051,0.01,,,,,Grankin et al. 2008,HJD
2448956.4723,1992,11,29.972300000023097,8,12.613,0.01,14.116,0.01,11.209,0.01,,,Grankin et al. 2008,HJD
2448960.4231,1992,12,3.923099999781698,8,12.539000000000001,0.01,14.058000000000002,0.01,11.144000000000002,0.01,,,Grankin et al. 2008,HJD
2449215.4796,1993,8,15.979600000195205,9,12.661,0.01,,,,,,,Grankin et al. 2008,HJD
2449220.4655,1993,8,20.965499999932945,9,12.603,0.01,14.139,0.01,,,,,Grankin et al. 2008,HJD
2449221.4566,1993,8,21.9566000001505,9,12.616,0.01,14.076,0.01,,,,,Grankin et al. 2008,HJD
2449222.4454,1993,8,22.94540000008419,9,12.577,0.01,14.056000000000001,0.01,,,,,Grankin et al. 2008,HJD
2449224.4551,1993,8,24.955099999904633,9,12.527000000000001,0.01,14.091000000000001,0.01,,,,,Grankin et al. 2008,HJD
2449225.4569,1993,8,25.956900000106543,9,12.530999999999999,0.01,14.008,0.01,,,,,Grankin et al. 2008,HJD
2449226.4599,1993,8,26.95990000013262,9,12.642000000000001,0.01,,,,,,,Grankin et al. 2008,HJD
2449227.476,1993,8,27.975999999791384,9,12.665999999999999,0.01,14.252999999999998,0.01,,,,,Grankin et al. 2008,HJD
2449228.4361,1993,8,28.93610000004992,9,12.632,0.01,14.115,0.01,,,,,Grankin et al. 2008,HJD
2449236.4573,1993,9,5.957299999892712,9,12.554,0.01,13.964,0.01,,,,,Grankin et al. 2008,HJD
2449237.4691,1993,9,6.969099999871105,9,12.559000000000001,0.01,14.110000000000001,0.01,,,,,Grankin et al. 2008,HJD
2449238.4573,1993,9,7.957299999892712,9,12.573,0.01,14.173,0.01,,,,,Grankin et al. 2008,HJD
2449240.458,1993,9,9.958000000100583,9,12.548,0.01,14.067,0.01,,,,,Grankin et al. 2008,HJD
2449241.4431,1993,9,10.943099999800324,9,12.546,0.01,13.991999999999999,0.01,,,,,Grankin et al. 2008,HJD
2449242.4712,1993,9,11.971200000029057,9,12.619000000000002,0.01,14.099000000000002,0.01,,,,,Grankin et al. 2008,HJD
2449243.4631,1993,9,12.963099999818951,9,12.628,0.01,14.086,0.01,,,,,Grankin et al. 2008,HJD
2449244.4272,1993,9,13.927199999801815,9,12.625,0.01,14.131,0.01,,,,,Grankin et al. 2008,HJD
2449247.4288,1993,9,16.92879999987781,9,12.550999999999998,0.01,14.033999999999999,0.01,,,,,Grankin et al. 2008,HJD
2449248.4166,1993,9,17.91660000011325,9,12.645999999999999,0.01,14.151,0.01,,,,,Grankin et al. 2008,HJD
2449249.4213,1993,9,18.92130000004545,9,12.64,0.01,14.191,0.01,,,,,Grankin et al. 2008,HJD
2449250.4062,1993,9,19.906200000084937,9,12.618,0.01,14.119,0.01,,,,,Grankin et al. 2008,HJD
2449251.3589,1993,9,20.858899999875575,9,12.540999999999999,0.01,14.046,0.01,,,,,Grankin et al. 2008,HJD
2452885.4565,2003,9,2.9564999998547137,19,12.322000000000001,0.01,13.772,0.01,10.928,0.01,,,Grankin et al. 2008,HJD
2452889.4375,2003,9,6.9375,19,12.56,0.01,14.042,0.01,11.122,0.01,,,Grankin et al. 2008,HJD
2452890.3895,2003,9,7.889500000048429,19,12.425999999999998,0.01,13.819999999999999,0.01,11.047999999999998,0.01,,,Grankin et al. 2008,HJD
2452907.4351,2003,9,24.935099999886006,19,12.341,0.01,13.802,0.01,10.939,0.01,,,Grankin et al. 2008,HJD
2452911.362,2003,9,28.86200000019744,19,12.537,0.01,14.047,0.01,11.102,0.01,,,Grankin et al. 2008,HJD
2452912.3773,2003,9,29.877299999818206,19,12.395999999999999,0.01,13.86,0.01,10.988999999999999,0.01,,,Grankin et al. 2008,HJD
2452913.3941,2003,9,30.8941000001505,19,12.345,0.01,13.784,0.01,10.941,0.01,,,Grankin et al. 2008,HJD
2452914.3882,2003,10,1.8881999999284744,19,12.388,0.01,13.847999999999999,0.01,10.972,0.01,,,Grankin et al. 2008,HJD
2452930.2995,2003,10,17.79950000019744,19,12.41,0.01,13.879,0.01,10.998000000000001,0.01,,,Grankin et al. 2008,HJD
2452931.2914,2003,10,18.791399999987334,19,12.520999999999999,0.01,13.988,0.01,11.085999999999999,0.01,,,Grankin et al. 2008,HJD
2453261.498,2004,9,12.998000000137836,20,12.335,0.01,13.834000000000001,0.01,10.930000000000001,0.01,,,Grankin et al. 2008,HJD
2453262.4922,2004,9,13.992200000211596,20,12.404000000000002,0.01,13.904000000000002,0.01,11.013000000000002,0.01,,,Grankin et al. 2008,HJD
2453264.4464,2004,9,15.946399999782443,20,12.465,0.01,13.933,0.01,11.032,0.01,,,Grankin et al. 2008,HJD
2453266.4624,2004,9,17.96240000007674,20,12.392000000000001,0.01,13.852,0.01,10.981000000000002,0.01,,,Grankin et al. 2008,HJD
2453267.4465,2004,9,18.94650000007823,20,12.432,0.01,13.915000000000001,0.01,11.015,0.01,,,Grankin et al. 2008,HJD
2453270.4085,2004,9,21.908499999903142,20,12.376,0.01,13.862,0.01,10.963999999999999,0.01,,,Grankin et al. 2008,HJD
2453271.3901,2004,9,22.890099999960512,20,12.372,0.01,13.812,0.01,10.975999999999999,0.01,,,Grankin et al. 2008,HJD
2453272.4077,2004,9,23.907699999865144,20,12.42,0.01,13.896,0.01,11.004999999999999,0.01,,,Grankin et al. 2008,HJD
2453273.4133,2004,9,24.91330000013113,20,12.509,0.01,14.015,0.01,11.077,0.01,,,Grankin et al. 2008,HJD
2453289.3982,2004,10,10.898200000170618,20,12.369000000000002,0.01,13.862000000000002,0.01,10.955000000000002,0.01,,,Grankin et al. 2008,HJD
2457008.90338,2014,12,17.403380000032485,30,12.709,0.018384776310851978,,,,,,,ASASSN,HJD
2457009.734605,2014,12,18.23460499988869,30,12.689499999999999,0.019091883092037507,,,,,,,ASASSN,HJD
2457009.760535,2014,12,18.260534999892116,30,12.700750000000001,0.010531698185319911,,,,,,,ASASSN,HJD
2457009.90367,2014,12,18.40366999991238,30,12.656500000000001,0.01,,,,,,,ASASSN,HJD
2457009.9932516664,2014,12,18.49325166642666,30,12.673,0.01,,,,,,,ASASSN,HJD
2457010.9051050004,2014,12,19.4051050003618,30,12.623999999999999,0.01,,,,,,,ASASSN,HJD
2457011.8904,2014,12,20.390399999916553,30,12.5705,0.01,,,,,,,ASASSN,HJD
2457021.7646049997,2014,12,30.264604999683797,30,12.592500000000001,0.014849242404917433,,,,,,,ASASSN,HJD
2457021.9615400005,2014,12,30.461540000513196,30,12.590499999999999,0.01,,,,,,,ASASSN,HJD
2457037.8283249997,2015,1,15.328324999660254,30,12.682500000000001,0.010606601717797986,,,,,,,ASASSN,HJD
2457039.840435,2015,1,17.340435000136495,30,12.5795,0.01,,,,,,,ASASSN,HJD
2457045.81998,2015,1,23.319980000145733,30,12.616500000000002,0.010606601717797986,,,,,,,ASASSN,HJD
2457054.776605,2015,2,1.2766049997881055,30,12.618500000000001,0.016263455967290372,,,,,,,ASASSN,HJD
2457061.80958,2015,2,8.309580000117421,30,12.543000000000001,0.019798989873222407,,,,,,,ASASSN,HJD
2457065.81922,2015,2,12.319219999946654,30,12.634,0.0169705627484759,,,,,,,ASASSN,HJD
2457066.81148,2015,2,13.311480000149459,30,12.55,0.01,,,,,,,ASASSN,HJD
2457071.772165,2015,2,18.27216499997303,30,12.58,0.01,,,,,,,ASASSN,HJD
2457084.773255,2015,3,3.2732549998909235,30,12.620000000000001,0.02828427124746318,,,,,,,ASASSN,HJD
2457088.78295,2015,3,7.282949999906123,30,12.509,0.031112698372206548,,,,,,,ASASSN,HJD
2457097.7460399996,2015,3,16.24603999964893,30,12.679,0.01,,,,,,,ASASSN,HJD
