JD_like,year,month,day,season,Vmag,Verr,Bmag,Berr,Rmag,Rerr,Umag,Uerr,source,date_type
2448860.4388,1992,8,25.938800000119954,8,10.347000000000001,0.01,11.134000000000002,0.01,9.684000000000001,0.01,,,Grankin et al. 2008,HJD
2448862.4196,1992,8,27.919600000139326,8,10.252,0.01,11.022,0.01,9.613000000000001,0.01,,,Grankin et al. 2008,HJD
2448863.419,1992,8,28.919000000227243,8,10.35,0.01,11.126999999999999,0.01,9.667,0.01,11.524999999999999,0.05,Grankin et al. 2008,HJD
2448869.4318,1992,9,3.9317999999038875,8,10.339,0.01,11.113,0.01,9.639000000000001,0.01,,,Grankin et al. 2008,HJD
2448870.4116,1992,9,4.9116000002250075,8,10.288,0.01,11.052,0.01,9.606,0.01,,,Grankin et al. 2008,HJD
2448871.4028,1992,9,5.90279999980703,8,10.307,0.01,11.086,0.01,9.657,0.01,11.38,0.05,Grankin et al. 2008,HJD
2448872.403,1992,9,6.902999999932945,8,10.334000000000001,0.01,11.113000000000001,0.01,9.672,0.01,,,Grankin et al. 2008,HJD
2448873.3724,1992,9,7.872400000225753,8,10.243,0.01,10.983,0.01,9.594000000000001,0.01,,,Grankin et al. 2008,HJD
2448874.3571,1992,9,8.857100000139326,8,10.311,0.01,11.09,0.01,9.639,0.01,,,Grankin et al. 2008,HJD
2448875.3629,1992,9,9.862900000065565,8,10.294,0.01,11.075000000000001,0.01,9.636000000000001,0.01,,,Grankin et al. 2008,HJD
2448876.3266,1992,9,10.8265999997966,8,10.277999999999999,0.01,11.046999999999999,0.01,9.598999999999998,0.01,,,Grankin et al. 2008,HJD
2448877.3677,1992,9,11.867699999827892,8,10.327,0.01,11.109,0.01,9.653,0.01,,,Grankin et al. 2008,HJD
2448878.3458,1992,9,12.845799999777228,8,10.265999999999998,0.01,11.036999999999999,0.01,9.619999999999997,0.01,,,Grankin et al. 2008,HJD
2448879.3551,1992,9,13.8550999998115,8,10.284,0.01,11.039000000000001,0.01,9.649000000000001,0.01,,,Grankin et al. 2008,HJD
2448880.3455,1992,9,14.845499999821186,8,10.363,0.01,11.165,0.01,9.681,0.01,,,Grankin et al. 2008,HJD
2448881.3835,1992,9,15.883499999996275,8,10.29,0.01,11.058,0.01,9.626999999999999,0.01,,,Grankin et al. 2008,HJD
2448882.3172,1992,9,16.8171999999322,8,10.323,0.01,11.078000000000001,0.01,9.653,0.01,,,Grankin et al. 2008,HJD
2448885.4055,1992,9,19.905499999877065,8,10.333,0.01,11.111,0.01,9.657,0.01,,,Grankin et al. 2008,HJD
2448886.3527,1992,9,20.852700000163168,8,10.318,0.01,11.096,0.01,9.655,0.01,,,Grankin et al. 2008,HJD
2448887.3408,1992,9,21.840799999888986,8,10.288,0.01,11.066,0.01,9.642,0.01,,,Grankin et al. 2008,HJD
