JD_like,year,month,day,season,Vmag,Verr,Bmag,Berr,Rmag,Rerr,Umag,Uerr,source,date_type
2448860.4552,1992,8,25.95520000020042,8,12.242,0.01,13.458,0.01,,,,,Grankin et al. 2008,HJD
2448862.4374,1992,8,27.937400000169873,8,12.237,0.01,13.476,0.01,,,,,Grankin et al. 2008,HJD
2448863.4414,1992,8,28.9413999998942,8,12.083,0.01,13.279,0.01,,,,,Grankin et al. 2008,HJD
2448869.4635,1992,9,3.9635000000707805,8,12.18,0.01,13.389,0.01,,,,,Grankin et al. 2008,HJD
2448870.4429,1992,9,4.942900000140071,8,12.179,0.01,13.413,0.01,,,,,Grankin et al. 2008,HJD
2448871.4252,1992,9,5.92519999993965,8,12.019,0.01,13.251,0.01,,,,,Grankin et al. 2008,HJD
2448872.4207,1992,9,6.920700000133365,8,12.302,0.01,13.565999999999999,0.01,,,,,Grankin et al. 2008,HJD
2448873.445,1992,9,7.944999999832362,8,12.034,0.01,13.262,0.01,,,,,Grankin et al. 2008,HJD
2448874.4753,1992,9,8.975300000049174,8,12.252,0.01,13.508000000000001,0.01,,,,,Grankin et al. 2008,HJD
2448885.4303,1992,9,19.93030000012368,8,12.005999999999998,0.01,13.203999999999999,0.01,,,,,Grankin et al. 2008,HJD
2448886.3788,1992,9,20.878800000064075,8,12.126,0.01,13.337,0.01,,,,,Grankin et al. 2008,HJD
2448887.3703,1992,9,21.8703000000678,8,12.244000000000002,0.01,13.457,0.01,,,,,Grankin et al. 2008,HJD
2448888.3636,1992,9,22.863599999807775,8,12.017000000000001,0.01,13.245000000000001,0.01,10.978000000000002,0.01,,,Grankin et al. 2008,HJD
2448889.4106,1992,9,23.910600000061095,8,12.356,0.01,13.638,0.01,,,,,Grankin et al. 2008,HJD
2448890.3526,1992,9,24.85259999986738,8,12.06,0.01,13.291,0.01,11.012,0.01,,,Grankin et al. 2008,HJD
2448891.348,1992,9,25.848000000230968,8,12.218,0.01,13.432,0.01,11.153,0.01,,,Grankin et al. 2008,HJD
2448891.4206,1992,9,25.920599999837577,8,12.218,0.01,13.472,0.01,11.139,0.01,,,Grankin et al. 2008,HJD
2448891.4569,1992,9,25.956900000106543,8,12.238,0.01,13.488,0.01,11.177,0.01,,,Grankin et al. 2008,HJD
2448891.4908,1992,9,25.990799999795854,8,12.235999999999999,0.01,13.45,0.01,11.143999999999998,0.01,,,Grankin et al. 2008,HJD
2448892.3371,1992,9,26.8371000001207,8,12.114,0.01,13.374,0.01,11.056000000000001,0.01,,,Grankin et al. 2008,HJD
2448893.3508,1992,9,27.85080000013113,8,12.015,0.01,13.259,0.01,,,,,Grankin et al. 2008,HJD
2448894.3383,1992,9,28.838299999944866,8,12.329,0.01,13.559000000000001,0.01,11.24,0.01,,,Grankin et al. 2008,HJD
2448954.3156,1992,11,27.815599999856204,8,12.179,0.01,13.436,0.01,11.11,0.01,,,Grankin et al. 2008,HJD
2448956.4382,1992,11,29.93820000020787,8,12.08,0.01,13.29,0.01,11.012,0.01,,,Grankin et al. 2008,HJD
2449219.4061,1993,8,19.90609999978915,9,12.377,0.01,13.648,0.01,,,,,Grankin et al. 2008,HJD
2449220.4263,1993,8,20.92629999993369,9,12.017999999999999,0.01,13.257,0.01,,,,,Grankin et al. 2008,HJD
2449220.4765,1993,8,20.97649999987334,9,12.032,0.01,13.22,0.01,10.947,0.01,,,Grankin et al. 2008,HJD
2449221.4198,1993,8,21.91979999979958,9,12.335999999999999,0.01,13.604999999999999,0.01,,,,,Grankin et al. 2008,HJD
2449221.4788,1993,8,21.978800000157207,9,12.380999999999998,0.01,13.649,0.01,,,,,Grankin et al. 2008,HJD
2449222.4099,1993,8,22.909899999853224,9,12.115,0.01,13.364,0.01,,,,,Grankin et al. 2008,HJD
2449222.4645,1993,8,22.964499999769032,9,12.127,0.01,13.319,0.01,11.018,0.01,,,Grankin et al. 2008,HJD
2449224.4191,1993,8,24.91910000005737,9,12.345,0.01,13.58,0.01,,,,,Grankin et al. 2008,HJD
2449224.4677,1993,8,24.967699999921024,9,12.29,0.01,13.508,0.01,,,,,Grankin et al. 2008,HJD
2449225.4184,1993,8,25.9183999998495,9,12.040999999999999,0.01,13.255999999999998,0.01,,,,,Grankin et al. 2008,HJD
2449225.4729,1993,8,25.97289999993518,9,12.043,0.01,13.235999999999999,0.01,10.949,0.01,,,Grankin et al. 2008,HJD
2449226.4229,1993,8,26.922900000121444,9,12.369000000000002,0.01,13.635000000000002,0.01,,,,,Grankin et al. 2008,HJD
2449226.4734,1993,8,26.973400000017136,9,12.399000000000001,0.01,13.605,0.01,,,,,Grankin et al. 2008,HJD
