JD_like,year,month,day,season,Vmag,Verr,Bmag,Berr,Rmag,Rerr,Umag,Uerr,source,date_type
2448181.3895,1990,10,16.88950000004843,6,10.937000000000001,0.01,11.934000000000001,0.01,10.052000000000001,0.01,12.544,0.05,Grankin et al. 2008,HJD
2448182.3625,1990,10,17.862499999813735,6,10.945,0.01,11.969000000000001,0.01,10.054,0.01,12.635000000000002,0.05,Grankin et al. 2008,HJD
2448202.3471,1990,11,6.847099999897182,6,10.966,0.01,11.979,0.01,10.064,0.01,12.607,0.05,Grankin et al. 2008,HJD
2448203.3207,1990,11,7.820700000040233,6,10.857999999999999,0.01,11.876,0.01,9.979999999999999,0.01,,,Grankin et al. 2008,HJD
2448204.3697,1990,11,8.869700000155717,6,10.969000000000001,0.01,12.010000000000002,0.01,10.045000000000002,0.01,12.644000000000002,0.05,Grankin et al. 2008,HJD
2448213.3352,1990,11,17.835200000088662,6,10.982000000000001,0.01,11.997000000000002,0.01,10.094000000000001,0.01,,,Grankin et al. 2008,HJD
2448215.3915,1990,11,19.891499999910593,6,10.965,0.01,12.021,0.01,10.087,0.01,12.639000000000001,0.05,Grankin et al. 2008,HJD
2448216.3458,1990,11,20.845799999777228,6,10.868,0.01,11.871,0.01,9.965,0.01,12.49,0.05,Grankin et al. 2008,HJD
2448217.3003,1990,11,21.800299999769777,6,10.936,0.01,11.977,0.01,10.068999999999999,0.01,,,Grankin et al. 2008,HJD
2448218.2554,1990,11,22.75540000014007,6,10.902999999999999,0.01,11.903999999999998,0.01,9.985999999999999,0.01,12.516999999999998,0.05,Grankin et al. 2008,HJD
2448220.3598,1990,11,24.85980000020936,6,10.927999999999999,0.01,11.966,0.01,10.027,0.01,12.565999999999999,0.05,Grankin et al. 2008,HJD
2448221.2835,1990,11,25.783499999903142,6,10.837,0.01,11.853,0.01,9.975999999999999,0.01,12.437999999999999,0.05,Grankin et al. 2008,HJD
2448223.356,1990,11,27.856000000145286,6,10.839,0.01,11.835,0.01,9.96,0.01,,,Grankin et al. 2008,HJD
2448224.2502,1990,11,28.750200000125915,6,10.967,0.01,11.992,0.01,10.065000000000001,0.01,,,Grankin et al. 2008,HJD
2448227.3552,1990,12,1.8552000001072884,6,10.962,0.01,12.068999999999999,0.01,9.999,0.01,,,Grankin et al. 2008,HJD
2448229.2086,1990,12,3.708600000012666,6,10.975,0.01,11.99,0.01,10.07,0.01,,,Grankin et al. 2008,HJD
2448230.213,1990,12,4.712999999988824,6,10.870999999999999,0.01,11.871999999999998,0.01,9.970999999999998,0.01,12.478999999999997,0.05,Grankin et al. 2008,HJD
2448503.4059,1991,9,3.905900000128895,7,10.845,0.01,11.848,0.01,9.984,0.01,12.424000000000001,0.05,Grankin et al. 2008,HJD
2448505.3997,1991,9,5.899699999950826,7,10.860999999999999,0.01,11.857999999999999,0.01,10.001999999999999,0.01,12.489999999999998,0.05,Grankin et al. 2008,HJD
