JD_like,year,month,day,season,Vmag,Verr,Bmag,Berr,Rmag,Rerr,Umag,Uerr,source,date_type
2449197.4447,1993,7,28.94469999987632,9,12.658,0.01,14.423,0.01,,,,,Grankin et al. 2008,HJD
2449213.4229,1993,8,13.922900000121444,9,12.655,0.01,14.226999999999999,0.01,,,,,Grankin et al. 2008,HJD
2449214.4324,1993,8,14.93239999981597,9,12.65,0.01,14.276,0.01,,,,,Grankin et al. 2008,HJD
2449215.4165,1993,8,15.91649999981746,9,12.649000000000001,0.01,14.25,0.01,,,,,Grankin et al. 2008,HJD
2449219.3589,1993,8,19.858899999875575,9,12.685,0.01,14.288,0.01,,,,,Grankin et al. 2008,HJD
2449220.3761,1993,8,20.87609999999404,9,12.644,0.01,14.184000000000001,0.01,,,,,Grankin et al. 2008,HJD
2449221.3633,1993,8,21.863299999851733,9,12.585999999999999,0.01,14.186999999999998,0.01,,,,,Grankin et al. 2008,HJD
2449222.3597,1993,8,22.859699999913573,9,12.679,0.01,14.290000000000001,0.01,,,,,Grankin et al. 2008,HJD
2449224.3634,1993,8,24.86340000014752,9,12.671,0.01,14.331999999999999,0.01,,,,,Grankin et al. 2008,HJD
2449225.3624,1993,8,25.86239999998361,9,12.626,0.01,14.253,0.01,,,,,Grankin et al. 2008,HJD
2449226.3731,1993,8,26.873099999967963,9,12.655999999999999,0.01,14.224999999999998,0.01,,,,,Grankin et al. 2008,HJD
2449227.4219,1993,8,27.92189999995753,9,12.648,0.01,14.256,0.01,,,,,Grankin et al. 2008,HJD
2449228.4765,1993,8,28.97649999987334,9,12.651,0.01,14.259,0.01,,,,,Grankin et al. 2008,HJD
2449236.4751,1993,9,5.975099999923259,9,12.683,0.01,14.331,0.01,,,,,Grankin et al. 2008,HJD
2449237.4802,1993,9,6.980200000107288,9,12.610999999999999,0.01,14.187,0.01,,,,,Grankin et al. 2008,HJD
2449239.414,1993,9,8.91399999987334,9,12.657,0.01,14.264,0.01,,,,,Grankin et al. 2008,HJD
2449240.486,1993,9,9.986000000033528,9,12.684000000000001,0.01,14.332,0.01,,,,,Grankin et al. 2008,HJD
2449241.4679,1993,9,10.967900000046939,9,12.655999999999999,0.01,14.274,0.01,,,,,Grankin et al. 2008,HJD
2449242.3589,1993,9,11.858899999875575,9,12.632,0.01,14.209,0.01,,,,,Grankin et al. 2008,HJD
2449243.3609,1993,9,12.8609000002034,9,12.664000000000001,0.01,14.312000000000001,0.01,,,,,Grankin et al. 2008,HJD
2449244.3616,1993,9,13.86159999994561,9,12.659,0.01,14.252,0.01,,,,,Grankin et al. 2008,HJD
2449245.3827,1993,9,14.882699999958277,9,12.709000000000001,0.01,14.309000000000001,0.01,,,,,Grankin et al. 2008,HJD
2449247.3546,1993,9,16.854600000195205,9,12.655,0.01,14.276,0.01,,,,,Grankin et al. 2008,HJD
2449248.341,1993,9,17.8410000000149,9,12.712,0.01,14.343,0.01,,,,,Grankin et al. 2008,HJD
2449249.3334,1993,9,18.83339999988675,9,12.599,0.01,14.237,0.01,,,,,Grankin et al. 2008,HJD
2449250.3285,1993,9,19.828499999828637,9,12.714,0.01,14.35,0.01,,,,,Grankin et al. 2008,HJD
2449251.3248,1993,9,20.82480000006035,9,12.677999999999999,0.01,14.312,0.01,,,,,Grankin et al. 2008,HJD
2456615.823775,2013,11,19.323774999938905,29,12.366,0.01,,,,,,,ASASSN,HJD
2456618.814595,2013,11,22.31459499988705,29,12.324,0.011313708498986027,,,,,,,ASASSN,HJD
2456621.81512,2013,11,25.315119999926537,29,12.2745,0.01,,,,,,,ASASSN,HJD
2456629.8232150003,2013,12,3.323215000331402,29,12.615,0.011313708498983515,,,,,,,ASASSN,HJD
2456640.797745,2013,12,14.297745000105351,29,12.599,0.014142135623732533,,,,,,,ASASSN,HJD
2456642.884325,2013,12,16.384324999991804,29,12.576999999999998,0.015556349186103588,,,,,,,ASASSN,HJD
2456648.872425,2013,12,22.372425000183284,29,12.598500000000001,0.014849242404919945,,,,,,,ASASSN,HJD
2456652.8568200003,2013,12,26.356820000335574,29,12.569499999999998,0.026162950903902204,,,,,,,ASASSN,HJD
2456656.857195,2013,12,30.35719500016421,29,12.5665,0.01,,,,,,,ASASSN,HJD
2456674.8369,2014,1,17.336899999994785,29,12.621,0.01,,,,,,,ASASSN,HJD
2456675.88081,2014,1,18.380810000002384,29,12.525,0.01,,,,,,,ASASSN,HJD
2456676.83493,2014,1,19.334929999895394,29,12.561,0.01,,,,,,,ASASSN,HJD
2456677.835,2014,1,20.334999999962747,29,12.561,0.01,,,,,,,ASASSN,HJD
2456700.7964149998,2014,2,12.296414999756962,29,12.6065,0.012020815280171555,,,,,,,ASASSN,HJD
2456740.7247200003,2014,3,24.22472000028938,29,12.598500000000001,0.023334523779156326,,,,,,,ASASSN,HJD
2456852.119375,2014,7,13.619374999776483,30,12.635,0.018384776310850094,,,,,,,ASASSN,HJD
2456854.12232,2014,7,15.622320000082254,30,12.6495,0.012020815280172811,,,,,,,ASASSN,HJD
2456855.118975,2014,7,16.618974999990314,30,12.568,0.02121320343559723,,,,,,,ASASSN,HJD
2456883.0774,2014,8,13.577399999834597,30,12.617,0.01,,,,,,,ASASSN,HJD
2456884.066575,2014,8,14.566575000062585,30,12.634,0.015556349186103588,,,,,,,ASASSN,HJD
2456885.07952,2014,8,15.57952000014484,30,12.652999999999999,0.01,,,,,,,ASASSN,HJD
2456890.06731,2014,8,20.56730999983847,30,12.609000000000002,0.014142135623732533,,,,,,,ASASSN,HJD
2456892.06995,2014,8,22.5699499999173,30,12.5755,0.010606601717798614,,,,,,,ASASSN,HJD
2456893.067305,2014,8,23.56730500003323,30,12.648,0.011313708498983515,,,,,,,ASASSN,HJD
2456895.062115,2014,8,25.56211500009522,30,12.588000000000001,0.01,,,,,,,ASASSN,HJD
2456896.063965,2014,8,26.563965000212193,30,12.6145,0.021920310216782757,,,,,,,ASASSN,HJD
2456897.0631800005,2014,8,27.563180000521243,30,12.623000000000001,0.015556349186103588,,,,,,,ASASSN,HJD
2456898.0555499997,2014,8,28.555549999698997,30,12.6025,0.01767766952966331,,,,,,,ASASSN,HJD
2456900.05705,2014,8,30.557049999944866,30,12.6075,0.017677669529662685,,,,,,,ASASSN,HJD
2456901.05592,2014,8,31.555920000188053,30,12.598500000000001,0.012020815280171555,,,,,,,ASASSN,HJD
2456903.055295,2014,9,2.5552949998527765,30,12.5775,0.01,,,,,,,ASASSN,HJD
2456904.0536350003,2014,9,3.5536350002512336,30,12.605999999999998,0.01,,,,,,,ASASSN,HJD
